,compound
4477,CrCu4.0O8
4478,Cr2.5Cu2.5O8
4479,Cr0.5Cu4.5O9
4480,CrCu4.0O9
4481,Cr2.5Cu2.5O9
4482,Cr0.6Cu5.4O7
4483,Cr1.2Cu4.8O7
4484,Cr3.0Cu3.0O7
4485,Cr0.7Cu6.3O8
4486,Cr1.4Cu5.6O8
4487,Cr3.5Cu3.5O8
4488,Cr0.7Cu6.3O9
4489,Cr1.4Cu5.6O9
4490,Cr3.5Cu3.5O9
4491,Cr0.7Cu6.3O10
4492,Cr1.4Cu5.6O10
4493,Cr3.5Cu3.5O10
4494,Cr0.8Cu7.2O9
4495,Cr1.6Cu6.4O9
4496,Cr4.0Cu4.0O9
4497,Cr0.9Cu8.1O10
4498,Cr1.8Cu7.2O10
4499,Cr4.5Cu4.5O10
4500,Mn0.1Cu0.9O
4501,Mn0.2Cu0.8O
4502,Mn0.5Cu0.5O
4503,Mn0.1Cu0.9O2
4504,Mn0.2Cu0.8O2
4505,Mn0.5Cu0.5O2
4506,Mn0.1Cu0.9O3
4507,Mn0.2Cu0.8O3
4508,Mn0.5Cu0.5O3
4509,Mn0.1Cu0.9O4
4510,Mn0.2Cu0.8O4
4511,Mn0.5Cu0.5O4
4512,Mn0.1Cu0.9O5
4513,Mn0.2Cu0.8O5
4514,Mn0.5Cu0.5O5
4515,Mn0.1Cu0.9O6
4516,Mn0.2Cu0.8O6
4517,Mn0.5Cu0.5O6
4518,Mn0.1Cu0.9O7
4519,Mn0.2Cu0.8O7
4520,Mn0.5Cu0.5O7
4521,Mn0.1Cu0.9O8
4522,Mn0.2Cu0.8O8
4523,Mn0.5Cu0.5O8
4524,Mn0.1Cu0.9O9
4525,Mn0.2Cu0.8O9
4526,Mn0.5Cu0.5O9
4527,Mn0.1Cu0.9O10
4528,Mn0.2Cu0.8O10
4529,Mn0.5Cu0.5O10
4530,Mn0.2Cu1.8O3
4531,Mn0.4Cu1.6O3
4532,MnCuO3
4533,Mn0.2Cu1.8O5
4534,Mn0.4Cu1.6O5
4535,MnCuO5
4536,Mn0.2Cu1.8O7
4537,Mn0.4Cu1.6O7
4538,MnCuO7
4539,Mn0.2Cu1.8O9
4540,Mn0.4Cu1.6O9
4541,MnCuO9
4542,Mn0.3Cu2.7O4
4543,Mn0.6Cu2.4O4
4544,Mn1.5Cu1.5O4
4545,Mn0.3Cu2.7O5
4546,Mn0.6Cu2.4O5
4547,Mn1.5Cu1.5O5
4548,Mn0.3Cu2.7O7
4549,Mn0.6Cu2.4O7
4550,Mn1.5Cu1.5O7
4551,Mn0.3Cu2.7O8
4552,Mn0.6Cu2.4O8
4553,Mn1.5Cu1.5O8
4554,Mn0.3Cu2.7O10
4555,Mn0.6Cu2.4O10
4556,Mn1.5Cu1.5O10
4557,Mn0.4Cu3.6O5
4558,Mn0.8Cu3.2O5
4559,Mn2.0Cu2.0O5
4560,Mn0.4Cu3.6O7
4561,Mn0.8Cu3.2O7
4562,Mn2.0Cu2.0O7
4563,Mn0.4Cu3.6O9
4564,Mn0.8Cu3.2O9
4565,Mn2.0Cu2.0O9
4566,Mn0.5Cu4.5O6
4567,MnCu4.0O6
4568,Mn2.5Cu2.5O6
4569,Mn0.5Cu4.5O7
4570,MnCu4.0O7
4571,Mn2.5Cu2.5O7
4572,Mn0.5Cu4.5O8
4573,MnCu4.0O8
4574,Mn2.5Cu2.5O8
4575,Mn0.5Cu4.5O9
4576,MnCu4.0O9
4577,Mn2.5Cu2.5O9
4578,Mn0.6Cu5.4O7
4579,Mn1.2Cu4.8O7
4580,Mn3.0Cu3.0O7
4581,Mn0.7Cu6.3O8
4582,Mn1.4Cu5.6O8
4583,Mn3.5Cu3.5O8
4584,Mn0.7Cu6.3O9
4585,Mn1.4Cu5.6O9
4586,Mn3.5Cu3.5O9
4587,Mn0.7Cu6.3O10
4588,Mn1.4Cu5.6O10
4589,Mn3.5Cu3.5O10
4590,Mn0.8Cu7.2O9
4591,Mn1.6Cu6.4O9
4592,Mn4.0Cu4.0O9
4593,Mn0.9Cu8.1O10
4594,Mn1.8Cu7.2O10
4595,Mn4.5Cu4.5O10
4596,Fe0.1Cu0.9O
4597,Fe0.2Cu0.8O
4598,Fe0.5Cu0.5O
4599,Fe0.1Cu0.9O2
4600,Fe0.2Cu0.8O2
4601,Fe0.5Cu0.5O2
4602,Fe0.1Cu0.9O3
4603,Fe0.2Cu0.8O3
4604,Fe0.5Cu0.5O3
4605,Fe0.1Cu0.9O4
4606,Fe0.2Cu0.8O4
4607,Fe0.5Cu0.5O4
4608,Fe0.1Cu0.9O5
4609,Fe0.2Cu0.8O5
4610,Fe0.5Cu0.5O5
4611,Fe0.1Cu0.9O6
4612,Fe0.2Cu0.8O6
4613,Fe0.5Cu0.5O6
4614,Fe0.1Cu0.9O7
4615,Fe0.2Cu0.8O7
4616,Fe0.5Cu0.5O7
4617,Fe0.1Cu0.9O8
4618,Fe0.2Cu0.8O8
4619,Fe0.5Cu0.5O8
4620,Fe0.1Cu0.9O9
4621,Fe0.2Cu0.8O9
4622,Fe0.5Cu0.5O9
4623,Fe0.1Cu0.9O10
4624,Fe0.2Cu0.8O10
4625,Fe0.5Cu0.5O10
4626,Fe0.2Cu1.8O3
4627,Fe0.4Cu1.6O3
4628,FeCuO3
4629,Fe0.2Cu1.8O5
4630,Fe0.4Cu1.6O5
4631,FeCuO5
4632,Fe0.2Cu1.8O7
4633,Fe0.4Cu1.6O7
4634,FeCuO7
4635,Fe0.2Cu1.8O9
4636,Fe0.4Cu1.6O9
4637,FeCuO9
4638,Fe0.3Cu2.7O4
4639,Fe0.6Cu2.4O4
4640,Fe1.5Cu1.5O4
4641,Fe0.3Cu2.7O5
4642,Fe0.6Cu2.4O5
4643,Fe1.5Cu1.5O5
4644,Fe0.3Cu2.7O7
4645,Fe0.6Cu2.4O7
4646,Fe1.5Cu1.5O7
4647,Fe0.3Cu2.7O8
4648,Fe0.6Cu2.4O8
4649,Fe1.5Cu1.5O8
4650,Fe0.3Cu2.7O10
4651,Fe0.6Cu2.4O10
4652,Fe1.5Cu1.5O10
4653,Fe0.4Cu3.6O5
4654,Fe0.8Cu3.2O5
4655,Fe2.0Cu2.0O5
4656,Fe0.4Cu3.6O7
4657,Fe0.8Cu3.2O7
4658,Fe2.0Cu2.0O7
4659,Fe0.4Cu3.6O9
4660,Fe0.8Cu3.2O9
4661,Fe2.0Cu2.0O9
4662,Fe0.5Cu4.5O6
4663,FeCu4.0O6
4664,Fe2.5Cu2.5O6
4665,Fe0.5Cu4.5O7
4666,FeCu4.0O7
4667,Fe2.5Cu2.5O7
4668,Fe0.5Cu4.5O8
4669,FeCu4.0O8
4670,Fe2.5Cu2.5O8
4671,Fe0.5Cu4.5O9
4672,FeCu4.0O9
4673,Fe2.5Cu2.5O9
4674,Fe0.6Cu5.4O7
4675,Fe1.2Cu4.8O7
4676,Fe3.0Cu3.0O7
4677,Fe0.7Cu6.3O8
4678,Fe1.4Cu5.6O8
4679,Fe3.5Cu3.5O8
4680,Fe0.7Cu6.3O9
4681,Fe1.4Cu5.6O9
4682,Fe3.5Cu3.5O9
4683,Fe0.7Cu6.3O10
4684,Fe1.4Cu5.6O10
4685,Fe3.5Cu3.5O10
4686,Fe0.8Cu7.2O9
4687,Fe1.6Cu6.4O9
4688,Fe4.0Cu4.0O9
4689,Fe0.9Cu8.1O10
4690,Fe1.8Cu7.2O10
4691,Fe4.5Cu4.5O10
4692,Co0.1Cu0.9O
4693,Co0.2Cu0.8O
4694,Co0.5Cu0.5O
4695,Co0.1Cu0.9O2
4696,Co0.2Cu0.8O2
4697,Co0.5Cu0.5O2
4698,Co0.1Cu0.9O3
4699,Co0.2Cu0.8O3
4700,Co0.5Cu0.5O3
4701,Co0.1Cu0.9O4
4702,Co0.2Cu0.8O4
4703,Co0.5Cu0.5O4
4704,Co0.1Cu0.9O5
4705,Co0.2Cu0.8O5
4706,Co0.5Cu0.5O5
4707,Co0.1Cu0.9O6
4708,Co0.2Cu0.8O6
4709,Co0.5Cu0.5O6
4710,Co0.1Cu0.9O7
4711,Co0.2Cu0.8O7
4712,Co0.5Cu0.5O7
4713,Co0.1Cu0.9O8
4714,Co0.2Cu0.8O8
4715,Co0.5Cu0.5O8
4716,Co0.1Cu0.9O9
4717,Co0.2Cu0.8O9
4718,Co0.5Cu0.5O9
4719,Co0.1Cu0.9O10
4720,Co0.2Cu0.8O10
4721,Co0.5Cu0.5O10
4722,Co0.2Cu1.8O3
4723,Co0.4Cu1.6O3
4724,CoCuO3
4725,Co0.2Cu1.8O5
4726,Co0.4Cu1.6O5
4727,CoCuO5
4728,Co0.2Cu1.8O7
4729,Co0.4Cu1.6O7
4730,CoCuO7
4731,Co0.2Cu1.8O9
4732,Co0.4Cu1.6O9
4733,CoCuO9
4734,Co0.3Cu2.7O4
4735,Co0.6Cu2.4O4
4736,Co1.5Cu1.5O4
4737,Co0.3Cu2.7O5
4738,Co0.6Cu2.4O5
4739,Co1.5Cu1.5O5
4740,Co0.3Cu2.7O7
4741,Co0.6Cu2.4O7
4742,Co1.5Cu1.5O7
4743,Co0.3Cu2.7O8
4744,Co0.6Cu2.4O8
4745,Co1.5Cu1.5O8
4746,Co0.3Cu2.7O10
4747,Co0.6Cu2.4O10
4748,Co1.5Cu1.5O10
4749,Co0.4Cu3.6O5
4750,Co0.8Cu3.2O5
4751,Co2.0Cu2.0O5
4752,Co0.4Cu3.6O7
4753,Co0.8Cu3.2O7
4754,Co2.0Cu2.0O7
4755,Co0.4Cu3.6O9
4756,Co0.8Cu3.2O9
4757,Co2.0Cu2.0O9
4758,Co0.5Cu4.5O6
4759,CoCu4.0O6
4760,Co2.5Cu2.5O6
4761,Co0.5Cu4.5O7
4762,CoCu4.0O7
4763,Co2.5Cu2.5O7
4764,Co0.5Cu4.5O8
4765,CoCu4.0O8
4766,Co2.5Cu2.5O8
4767,Co0.5Cu4.5O9
4768,CoCu4.0O9
4769,Co2.5Cu2.5O9
4770,Co0.6Cu5.4O7
4771,Co1.2Cu4.8O7
4772,Co3.0Cu3.0O7
4773,Co0.7Cu6.3O8
4774,Co1.4Cu5.6O8
4775,Co3.5Cu3.5O8
4776,Co0.7Cu6.3O9
4777,Co1.4Cu5.6O9
4778,Co3.5Cu3.5O9
4779,Co0.7Cu6.3O10
4780,Co1.4Cu5.6O10
4781,Co3.5Cu3.5O10
4782,Co0.8Cu7.2O9
4783,Co1.6Cu6.4O9
4784,Co4.0Cu4.0O9
4785,Co0.9Cu8.1O10
4786,Co1.8Cu7.2O10
4787,Co4.5Cu4.5O10
4788,Ni0.1Cu0.9O
4789,Ni0.2Cu0.8O
4790,Ni0.5Cu0.5O
4791,Ni0.1Cu0.9O2
4792,Ni0.2Cu0.8O2
4793,Ni0.5Cu0.5O2
4794,Ni0.1Cu0.9O3
4795,Ni0.2Cu0.8O3
4796,Ni0.5Cu0.5O3
4797,Ni0.1Cu0.9O4
4798,Ni0.2Cu0.8O4
4799,Ni0.5Cu0.5O4
4800,Ni0.1Cu0.9O5
4801,Ni0.2Cu0.8O5
4802,Ni0.5Cu0.5O5
4803,Ni0.1Cu0.9O6
4804,Ni0.2Cu0.8O6
4805,Ni0.5Cu0.5O6
4806,Ni0.1Cu0.9O7
4807,Ni0.2Cu0.8O7
4808,Ni0.5Cu0.5O7
4809,Ni0.1Cu0.9O8
4810,Ni0.2Cu0.8O8
4811,Ni0.5Cu0.5O8
4812,Ni0.1Cu0.9O9
4813,Ni0.2Cu0.8O9
4814,Ni0.5Cu0.5O9
4815,Ni0.1Cu0.9O10
4816,Ni0.2Cu0.8O10
4817,Ni0.5Cu0.5O10
4818,Ni0.2Cu1.8O3
4819,Ni0.4Cu1.6O3
4820,NiCuO3
4821,Ni0.2Cu1.8O5
4822,Ni0.4Cu1.6O5
4823,NiCuO5
4824,Ni0.2Cu1.8O7
4825,Ni0.4Cu1.6O7
4826,NiCuO7
4827,Ni0.2Cu1.8O9
4828,Ni0.4Cu1.6O9
4829,NiCuO9
4830,Ni0.3Cu2.7O4
4831,Ni0.6Cu2.4O4
4832,Ni1.5Cu1.5O4
4833,Ni0.3Cu2.7O5
4834,Ni0.6Cu2.4O5
4835,Ni1.5Cu1.5O5
4836,Ni0.3Cu2.7O7
4837,Ni0.6Cu2.4O7
4838,Ni1.5Cu1.5O7
4839,Ni0.3Cu2.7O8
4840,Ni0.6Cu2.4O8
4841,Ni1.5Cu1.5O8
4842,Ni0.3Cu2.7O10
4843,Ni0.6Cu2.4O10
4844,Ni1.5Cu1.5O10
4845,Ni0.4Cu3.6O5
4846,Ni0.8Cu3.2O5
4847,Ni2.0Cu2.0O5
4848,Ni0.4Cu3.6O7
4849,Ni0.8Cu3.2O7
4850,Ni2.0Cu2.0O7
4851,Ni0.4Cu3.6O9
4852,Ni0.8Cu3.2O9
4853,Ni2.0Cu2.0O9
4854,Ni0.5Cu4.5O6
4855,NiCu4.0O6
4856,Ni2.5Cu2.5O6
4857,Ni0.5Cu4.5O7
4858,NiCu4.0O7
4859,Ni2.5Cu2.5O7
4860,Ni0.5Cu4.5O8
4861,NiCu4.0O8
4862,Ni2.5Cu2.5O8
4863,Ni0.5Cu4.5O9
4864,NiCu4.0O9
4865,Ni2.5Cu2.5O9
4866,Ni0.6Cu5.4O7
4867,Ni1.2Cu4.8O7
4868,Ni3.0Cu3.0O7
4869,Ni0.7Cu6.3O8
4870,Ni1.4Cu5.6O8
4871,Ni3.5Cu3.5O8
4872,Ni0.7Cu6.3O9
4873,Ni1.4Cu5.6O9
4874,Ni3.5Cu3.5O9
4875,Ni0.7Cu6.3O10
4876,Ni1.4Cu5.6O10
4877,Ni3.5Cu3.5O10
4878,Ni0.8Cu7.2O9
4879,Ni1.6Cu6.4O9
4880,Ni4.0Cu4.0O9
4881,Ni0.9Cu8.1O10
4882,Ni1.8Cu7.2O10
4883,Ni4.5Cu4.5O10
4884,Cr0.1Zn0.9O
4885,Cr0.2Zn0.8O
4886,Cr0.5Zn0.5O
4887,Cr0.1Zn0.9O2
4888,Cr0.2Zn0.8O2
4889,Cr0.5Zn0.5O2
4890,Cr0.1Zn0.9O3
4891,Cr0.2Zn0.8O3
4892,Cr0.5Zn0.5O3
4893,Cr0.1Zn0.9O4
4894,Cr0.2Zn0.8O4
4895,Cr0.5Zn0.5O4
4896,Cr0.1Zn0.9O5
4897,Cr0.2Zn0.8O5
4898,Cr0.5Zn0.5O5
4899,Cr0.1Zn0.9O6
4900,Cr0.2Zn0.8O6
4901,Cr0.5Zn0.5O6
4902,Cr0.1Zn0.9O7
4903,Cr0.2Zn0.8O7
4904,Cr0.5Zn0.5O7
4905,Cr0.1Zn0.9O8
4906,Cr0.2Zn0.8O8
4907,Cr0.5Zn0.5O8
4908,Cr0.1Zn0.9O9
4909,Cr0.2Zn0.8O9
4910,Cr0.5Zn0.5O9
4911,Cr0.1Zn0.9O10
4912,Cr0.2Zn0.8O10
4913,Cr0.5Zn0.5O10
4914,Cr0.2Zn1.8O3
4915,Cr0.4Zn1.6O3
4916,CrZnO3
4917,Cr0.2Zn1.8O5
4918,Cr0.4Zn1.6O5
4919,CrZnO5
4920,Cr0.2Zn1.8O7
4921,Cr0.4Zn1.6O7
4922,CrZnO7
4923,Cr0.2Zn1.8O9
4924,Cr0.4Zn1.6O9
4925,CrZnO9
4926,Cr0.3Zn2.7O4
4927,Cr0.6Zn2.4O4
4928,Cr1.5Zn1.5O4
4929,Cr0.3Zn2.7O5
4930,Cr0.6Zn2.4O5
4931,Cr1.5Zn1.5O5
4932,Cr0.3Zn2.7O7
4933,Cr0.6Zn2.4O7
4934,Cr1.5Zn1.5O7
4935,Cr0.3Zn2.7O8
4936,Cr0.6Zn2.4O8
4937,Cr1.5Zn1.5O8
4938,Cr0.3Zn2.7O10
4939,Cr0.6Zn2.4O10
4940,Cr1.5Zn1.5O10
4941,Cr0.4Zn3.6O5
4942,Cr0.8Zn3.2O5
4943,Cr2.0Zn2.0O5
4944,Cr0.4Zn3.6O7
4945,Cr0.8Zn3.2O7
4946,Cr2.0Zn2.0O7
4947,Cr0.4Zn3.6O9
4948,Cr0.8Zn3.2O9
4949,Cr2.0Zn2.0O9
4950,Cr0.5Zn4.5O6
4951,CrZn4.0O6
4952,Cr2.5Zn2.5O6
4953,Cr0.5Zn4.5O7
4954,CrZn4.0O7
4955,Cr2.5Zn2.5O7
4956,Cr0.5Zn4.5O8
4957,CrZn4.0O8
4958,Cr2.5Zn2.5O8
4959,Cr0.5Zn4.5O9
4960,CrZn4.0O9
4961,Cr2.5Zn2.5O9
4962,Cr0.6Zn5.4O7
4963,Cr1.2Zn4.8O7
4964,Cr3.0Zn3.0O7
4965,Cr0.7Zn6.3O8
4966,Cr1.4Zn5.6O8
4967,Cr3.5Zn3.5O8
4968,Cr0.7Zn6.3O9
4969,Cr1.4Zn5.6O9
4970,Cr3.5Zn3.5O9
4971,Cr0.7Zn6.3O10
4972,Cr1.4Zn5.6O10
4973,Cr3.5Zn3.5O10
4974,Cr0.8Zn7.2O9
4975,Cr1.6Zn6.4O9
4976,Cr4.0Zn4.0O9
4977,Cr0.9Zn8.1O10
4978,Cr1.8Zn7.2O10
4979,Cr4.5Zn4.5O10
4980,Mn0.1Zn0.9O
4981,Mn0.2Zn0.8O
4982,Mn0.5Zn0.5O
4983,Mn0.1Zn0.9O2
4984,Mn0.2Zn0.8O2
4985,Mn0.5Zn0.5O2
4986,Mn0.1Zn0.9O3
4987,Mn0.2Zn0.8O3
4988,Mn0.5Zn0.5O3
4989,Mn0.1Zn0.9O4
4990,Mn0.2Zn0.8O4
4991,Mn0.5Zn0.5O4
4992,Mn0.1Zn0.9O5
4993,Mn0.2Zn0.8O5
4994,Mn0.5Zn0.5O5
4995,Mn0.1Zn0.9O6
4996,Mn0.2Zn0.8O6
4997,Mn0.5Zn0.5O6
4998,Mn0.1Zn0.9O7
4999,Mn0.2Zn0.8O7
5000,Mn0.5Zn0.5O7
5001,Mn0.1Zn0.9O8
5002,Mn0.2Zn0.8O8
5003,Mn0.5Zn0.5O8
5004,Mn0.1Zn0.9O9
5005,Mn0.2Zn0.8O9
5006,Mn0.5Zn0.5O9
5007,Mn0.1Zn0.9O10
5008,Mn0.2Zn0.8O10
5009,Mn0.5Zn0.5O10
5010,Mn0.2Zn1.8O3
5011,Mn0.4Zn1.6O3
5012,MnZnO3
5013,Mn0.2Zn1.8O5
5014,Mn0.4Zn1.6O5
5015,MnZnO5
5016,Mn0.2Zn1.8O7
5017,Mn0.4Zn1.6O7
5018,MnZnO7
5019,Mn0.2Zn1.8O9
5020,Mn0.4Zn1.6O9
5021,MnZnO9
5022,Mn0.3Zn2.7O4
5023,Mn0.6Zn2.4O4
5024,Mn1.5Zn1.5O4
5025,Mn0.3Zn2.7O5
5026,Mn0.6Zn2.4O5
5027,Mn1.5Zn1.5O5
5028,Mn0.3Zn2.7O7
5029,Mn0.6Zn2.4O7
5030,Mn1.5Zn1.5O7
5031,Mn0.3Zn2.7O8
5032,Mn0.6Zn2.4O8
5033,Mn1.5Zn1.5O8
5034,Mn0.3Zn2.7O10
5035,Mn0.6Zn2.4O10
5036,Mn1.5Zn1.5O10
5037,Mn0.4Zn3.6O5
5038,Mn0.8Zn3.2O5
5039,Mn2.0Zn2.0O5
5040,Mn0.4Zn3.6O7
5041,Mn0.8Zn3.2O7
5042,Mn2.0Zn2.0O7
5043,Mn0.4Zn3.6O9
5044,Mn0.8Zn3.2O9
5045,Mn2.0Zn2.0O9
5046,Mn0.5Zn4.5O6
5047,MnZn4.0O6
5048,Mn2.5Zn2.5O6
5049,Mn0.5Zn4.5O7
5050,MnZn4.0O7
5051,Mn2.5Zn2.5O7
5052,Mn0.5Zn4.5O8
5053,MnZn4.0O8
5054,Mn2.5Zn2.5O8
5055,Mn0.5Zn4.5O9
5056,MnZn4.0O9
5057,Mn2.5Zn2.5O9
5058,Mn0.6Zn5.4O7
5059,Mn1.2Zn4.8O7
5060,Mn3.0Zn3.0O7
5061,Mn0.7Zn6.3O8
5062,Mn1.4Zn5.6O8
5063,Mn3.5Zn3.5O8
5064,Mn0.7Zn6.3O9
5065,Mn1.4Zn5.6O9
5066,Mn3.5Zn3.5O9
5067,Mn0.7Zn6.3O10
5068,Mn1.4Zn5.6O10
5069,Mn3.5Zn3.5O10
5070,Mn0.8Zn7.2O9
5071,Mn1.6Zn6.4O9
5072,Mn4.0Zn4.0O9
5073,Mn0.9Zn8.1O10
5074,Mn1.8Zn7.2O10
5075,Mn4.5Zn4.5O10
5076,Fe0.1Zn0.9O
5077,Fe0.2Zn0.8O
5078,Fe0.5Zn0.5O
5079,Fe0.1Zn0.9O2
5080,Fe0.2Zn0.8O2
5081,Fe0.5Zn0.5O2
5082,Fe0.1Zn0.9O3
5083,Fe0.2Zn0.8O3
5084,Fe0.5Zn0.5O3
5085,Fe0.1Zn0.9O4
5086,Fe0.2Zn0.8O4
5087,Fe0.5Zn0.5O4
5088,Fe0.1Zn0.9O5
5089,Fe0.2Zn0.8O5
5090,Fe0.5Zn0.5O5
5091,Fe0.1Zn0.9O6
5092,Fe0.2Zn0.8O6
5093,Fe0.5Zn0.5O6
5094,Fe0.1Zn0.9O7
5095,Fe0.2Zn0.8O7
5096,Fe0.5Zn0.5O7
5097,Fe0.1Zn0.9O8
5098,Fe0.2Zn0.8O8
5099,Fe0.5Zn0.5O8
5100,Fe0.1Zn0.9O9
5101,Fe0.2Zn0.8O9
5102,Fe0.5Zn0.5O9
5103,Fe0.1Zn0.9O10
5104,Fe0.2Zn0.8O10
5105,Fe0.5Zn0.5O10
5106,Fe0.2Zn1.8O3
5107,Fe0.4Zn1.6O3
5108,FeZnO3
5109,Fe0.2Zn1.8O5
5110,Fe0.4Zn1.6O5
5111,FeZnO5
5112,Fe0.2Zn1.8O7
5113,Fe0.4Zn1.6O7
5114,FeZnO7
5115,Fe0.2Zn1.8O9
5116,Fe0.4Zn1.6O9
5117,FeZnO9
5118,Fe0.3Zn2.7O4
5119,Fe0.6Zn2.4O4
5120,Fe1.5Zn1.5O4
5121,Fe0.3Zn2.7O5
5122,Fe0.6Zn2.4O5
5123,Fe1.5Zn1.5O5
5124,Fe0.3Zn2.7O7
5125,Fe0.6Zn2.4O7
5126,Fe1.5Zn1.5O7
5127,Fe0.3Zn2.7O8
5128,Fe0.6Zn2.4O8
5129,Fe1.5Zn1.5O8
5130,Fe0.3Zn2.7O10
5131,Fe0.6Zn2.4O10
5132,Fe1.5Zn1.5O10
5133,Fe0.4Zn3.6O5
5134,Fe0.8Zn3.2O5
5135,Fe2.0Zn2.0O5
5136,Fe0.4Zn3.6O7
5137,Fe0.8Zn3.2O7
5138,Fe2.0Zn2.0O7
5139,Fe0.4Zn3.6O9
5140,Fe0.8Zn3.2O9
5141,Fe2.0Zn2.0O9
5142,Fe0.5Zn4.5O6
5143,FeZn4.0O6
5144,Fe2.5Zn2.5O6
5145,Fe0.5Zn4.5O7
5146,FeZn4.0O7
5147,Fe2.5Zn2.5O7
5148,Fe0.5Zn4.5O8
5149,FeZn4.0O8
5150,Fe2.5Zn2.5O8
5151,Fe0.5Zn4.5O9
5152,FeZn4.0O9
5153,Fe2.5Zn2.5O9
5154,Fe0.6Zn5.4O7
5155,Fe1.2Zn4.8O7
5156,Fe3.0Zn3.0O7
5157,Fe0.7Zn6.3O8
5158,Fe1.4Zn5.6O8
5159,Fe3.5Zn3.5O8
5160,Fe0.7Zn6.3O9
5161,Fe1.4Zn5.6O9
5162,Fe3.5Zn3.5O9
5163,Fe0.7Zn6.3O10
5164,Fe1.4Zn5.6O10
5165,Fe3.5Zn3.5O10
5166,Fe0.8Zn7.2O9
5167,Fe1.6Zn6.4O9
5168,Fe4.0Zn4.0O9
5169,Fe0.9Zn8.1O10
5170,Fe1.8Zn7.2O10
5171,Fe4.5Zn4.5O10
5172,Co0.1Zn0.9O
5173,Co0.2Zn0.8O
5174,Co0.5Zn0.5O
5175,Co0.1Zn0.9O2
5176,Co0.2Zn0.8O2
5177,Co0.5Zn0.5O2
5178,Co0.1Zn0.9O3
5179,Co0.2Zn0.8O3
5180,Co0.5Zn0.5O3
5181,Co0.1Zn0.9O4
5182,Co0.2Zn0.8O4
5183,Co0.5Zn0.5O4
5184,Co0.1Zn0.9O5
5185,Co0.2Zn0.8O5
5186,Co0.5Zn0.5O5
5187,Co0.1Zn0.9O6
5188,Co0.2Zn0.8O6
5189,Co0.5Zn0.5O6
5190,Co0.1Zn0.9O7
5191,Co0.2Zn0.8O7
5192,Co0.5Zn0.5O7
5193,Co0.1Zn0.9O8
5194,Co0.2Zn0.8O8
5195,Co0.5Zn0.5O8
5196,Co0.1Zn0.9O9
5197,Co0.2Zn0.8O9
5198,Co0.5Zn0.5O9
5199,Co0.1Zn0.9O10
5200,Co0.2Zn0.8O10
5201,Co0.5Zn0.5O10
5202,Co0.2Zn1.8O3
5203,Co0.4Zn1.6O3
5204,CoZnO3
5205,Co0.2Zn1.8O5
5206,Co0.4Zn1.6O5
5207,CoZnO5
5208,Co0.2Zn1.8O7
5209,Co0.4Zn1.6O7
5210,CoZnO7
5211,Co0.2Zn1.8O9
5212,Co0.4Zn1.6O9
5213,CoZnO9
5214,Co0.3Zn2.7O4
5215,Co0.6Zn2.4O4
5216,Co1.5Zn1.5O4
5217,Co0.3Zn2.7O5
5218,Co0.6Zn2.4O5
5219,Co1.5Zn1.5O5
5220,Co0.3Zn2.7O7
5221,Co0.6Zn2.4O7
5222,Co1.5Zn1.5O7
5223,Co0.3Zn2.7O8
5224,Co0.6Zn2.4O8
5225,Co1.5Zn1.5O8
5226,Co0.3Zn2.7O10
5227,Co0.6Zn2.4O10
5228,Co1.5Zn1.5O10
5229,Co0.4Zn3.6O5
5230,Co0.8Zn3.2O5
5231,Co2.0Zn2.0O5
5232,Co0.4Zn3.6O7
5233,Co0.8Zn3.2O7
5234,Co2.0Zn2.0O7
5235,Co0.4Zn3.6O9
5236,Co0.8Zn3.2O9
5237,Co2.0Zn2.0O9
5238,Co0.5Zn4.5O6
5239,CoZn4.0O6
5240,Co2.5Zn2.5O6
5241,Co0.5Zn4.5O7
5242,CoZn4.0O7
5243,Co2.5Zn2.5O7
5244,Co0.5Zn4.5O8
5245,CoZn4.0O8
5246,Co2.5Zn2.5O8
5247,Co0.5Zn4.5O9
5248,CoZn4.0O9
5249,Co2.5Zn2.5O9
5250,Co0.6Zn5.4O7
5251,Co1.2Zn4.8O7
5252,Co3.0Zn3.0O7
5253,Co0.7Zn6.3O8
5254,Co1.4Zn5.6O8
5255,Co3.5Zn3.5O8
5256,Co0.7Zn6.3O9
5257,Co1.4Zn5.6O9
5258,Co3.5Zn3.5O9
5259,Co0.7Zn6.3O10
5260,Co1.4Zn5.6O10
5261,Co3.5Zn3.5O10
5262,Co0.8Zn7.2O9
5263,Co1.6Zn6.4O9
5264,Co4.0Zn4.0O9
5265,Co0.9Zn8.1O10
5266,Co1.8Zn7.2O10
5267,Co4.5Zn4.5O10
5268,Ni0.1Zn0.9O
5269,Ni0.2Zn0.8O
5270,Ni0.5Zn0.5O
5271,Ni0.1Zn0.9O2
5272,Ni0.2Zn0.8O2
5273,Ni0.5Zn0.5O2
5274,Ni0.1Zn0.9O3
5275,Ni0.2Zn0.8O3
5276,Ni0.5Zn0.5O3
5277,Ni0.1Zn0.9O4
5278,Ni0.2Zn0.8O4
5279,Ni0.5Zn0.5O4
5280,Ni0.1Zn0.9O5
5281,Ni0.2Zn0.8O5
5282,Ni0.5Zn0.5O5
5283,Ni0.1Zn0.9O6
5284,Ni0.2Zn0.8O6
5285,Ni0.5Zn0.5O6
5286,Ni0.1Zn0.9O7
5287,Ni0.2Zn0.8O7
5288,Ni0.5Zn0.5O7
